municipio,ccaa,provincia,ph_medio,dureza_media,parametros_ok,parametros_fuera_rango,n_muestras,n_potable,no_potabilidad
CALDAS DE REIS,Galicia,Pontevedra,6.727272727272728,7.0,166,5,12,9,33.24100634947958
NAVATEJARES,Castilla y León,Avila,6.7942857142857145,0.0,217,2,38,36,33.23885308854142
PONTEVEDRA,Galicia,Pontevedra,6.910852713178294,0.0,655,5,150,146,33.23792657271042
CEREZO DE ABAJO,Castilla y León,Segovia,7.333333333333333,5.0,69,2,7,5,33.22370868878613
CABRERA (LA),"Madrid, Comunidad de",Madrid,8.93,0.0,676,5,51,46,33.21861560108408
VALDEPIÉLAGOS,"Madrid, Comunidad de",Madrid,8.53125,0.0,676,5,52,47,33.21861560108408
BAÑOS DE MOLGAS,Galicia,Ourense,7.070689655172414,3.25,447,7,59,53,33.21132062185723
CRECENTE,Galicia,Pontevedra,6.366666666666667,19.0,115,8,7,0,33.19578642487346
CARBALLIÑO (O),Galicia,Ourense,6.752173913043478,0.0,547,4,71,68,33.18750069469442
ELDUAIN,País Vasco,Guipúzcoa,8.0,10.0,155,6,15,10,33.177331284705474
BUSTURIA,País Vasco,Vizcaya,7.714285714285714,0.0,410,3,26,23,33.15657135308024
PETÍN,Galicia,Ourense,7.466666666666666,24.33333333333333,156,13,13,4,33.15369905129732
CEE,Galicia,Coruña (A),6.5,15.0,82,5,6,3,33.10977311592949
NIGRÁN,Galicia,Pontevedra,6.986666666666666,0.0,276,2,31,29,33.107684724656984
CARBALLEDO,Galicia,Lugo,6.8,10.0,14,1,1,0,33.10592205557312
BALTAR,Galicia,Ourense,6.7,4.0,91,2,6,4,33.09891229535592
ROBLEDO DE CHAVELA,"Madrid, Comunidad de",Madrid,8.259090909090908,0.0,650,4,45,42,33.09492066381975
BAÑA (A),Galicia,Coruña (A),6.7,10.5,63,3,4,1,33.09183587685748
DUMBRÍA,Galicia,Coruña (A),6.654545454545455,11.75,228,9,13,5,33.07128287318839
FUENTES DE OÑORO,Castilla y León,Salamanca,7.540000000000001,13.5,94,5,10,6,33.06376529241522
VENTURADA,"Madrid, Comunidad de",Madrid,8.301960784313724,0.0,696,4,54,51,33.0616435331744
ROSALEJO,Extremadura,Cáceres,7.25,19.0,80,6,7,4,33.05695810866953
PINO (O),Galicia,Coruña (A),6.863333333333333,7.0,331,8,33,27,33.04667691478828
FUENTE EL SAZ DE JARAMA,"Madrid, Comunidad de",Madrid,8.354054054054055,0.0,511,3,38,36,33.04666830842387
VILLALBILLA,"Madrid, Comunidad de",Madrid,8.163888888888888,0.0,517,3,37,35,33.0413629843825
SOTILLO DE LAS PALOMAS,Castilla - La Mancha,Toledo,7.316666666666666,11.0,90,4,9,7,33.023396597475525
VILLAR DEL OLMO,"Madrid, Comunidad de",Madrid,8.200000000000001,0.0,540,3,39,37,33.022012368523974
ORUSCO DE TAJUÑA,"Madrid, Comunidad de",Madrid,8.056410256410256,0.0,556,3,41,38,33.00940457114099
SAN XOÁN DE RÍO,Galicia,Ourense,6.666666666666667,12.5,79,4,4,2,32.99466676221605
RIBEIRA DE PIQUÍN,Galicia,Lugo,7.2,10.0,15,1,1,0,32.98947084338604
SUKARRIETA,País Vasco,Vizcaya,7.6,0.0,156,1,10,9,32.98368742353761
TIELMES,"Madrid, Comunidad de",Madrid,7.980952380952381,0.0,598,3,45,42,32.97922060738585
PEROXA (A),Galicia,Ourense,6.68,18.0,107,7,8,3,32.97033222349247
PELAYOS DE LA PRESA,"Madrid, Comunidad de",Madrid,8.242222222222221,0.0,613,3,47,45,32.96934919817491
SANDIÁS,Galicia,Ourense,6.459999999999999,33.0,180,19,14,6,32.94791900283897
PONTEDEUME,Galicia,Coruña (A),7.275,6.0,122,3,12,9,32.941061486502534
MATA DE ALCÁNTARA,Extremadura,Cáceres,7.5,38.0,65,10,6,1,32.92813334723933
MOS,Galicia,Pontevedra,6.9,12.333333333333334,265,10,10,3,32.89345097725986
LAXE,Galicia,Coruña (A),6.866666666666667,10.0,74,3,7,4,32.87946186841167
PIEDRALAVES,Castilla y León,Avila,7.527642276422764,0.0,795,3,127,125,32.876881256340205
MOLINOS (LOS),"Madrid, Comunidad de",Madrid,7.723076923076923,0.0,536,2,40,39,32.85072763406556
ESTREMERA,"Madrid, Comunidad de",Madrid,8.228205128205127,0.0,557,2,42,40,32.83960304742733
VILLAREJO DE SALVANÉS,"Madrid, Comunidad de",Madrid,8.1675,0.0,574,2,42,40,32.83113761804729
SERRANILLOS DEL VALLE,"Madrid, Comunidad de",Madrid,7.728571428571429,0.0,596,2,42,41,32.82083252164459
CARBALLEDA DE VALDEORRAS,Galicia,Ourense,7.45,14.5,95,5,7,2,32.81967372096428
CUNTIS,Galicia,Pontevedra,6.8625,6.0,134,3,10,7,32.81844099147499
VILA DE CRUCES,Galicia,Pontevedra,7.025,18.666666666666668,88,6,8,3,32.815650451768846
CHINCHÓN,"Madrid, Comunidad de",Madrid,7.874418604651163,0.0,612,2,46,45,32.8137600456583
TORREJÓN DE VELASCO,"Madrid, Comunidad de",Madrid,7.665217391304348,0.0,653,2,48,46,32.79707606666919
MALPICA DE BERGANTIÑOS,Galicia,Coruña (A),6.333333333333333,19.25,216,12,27,17,32.79041495984879
OUTES,Galicia,Coruña (A),6.45,15.0,118,6,9,3,32.76985335971065
CAPELA (A),Galicia,Coruña (A),7.666666666666667,10.5,75,3,3,0,32.74583529950021
LOSA (LA),Castilla y León,Segovia,6.733333333333333,3.0,71,1,8,7,32.74384571690592
BERRUECO (EL),"Madrid, Comunidad de",Madrid,8.823076923076924,0.0,366,1,26,25,32.741474779489195
BOIMORTO,Galicia,Coruña (A),6.483333333333333,15.0,119,6,8,2,32.73383765064567
BUSTARVIEJO,"Madrid, Comunidad de",Madrid,8.98076923076923,0.0,387,1,26,25,32.7305507478203
ALDEHORNO,Castilla y León,Segovia,7.9,21.0,17,2,6,5,32.680103589822096
VALDILECHA,"Madrid, Comunidad de",Madrid,8.190000000000001,0.0,562,1,40,39,32.66878474915181
MONTERROSO,Galicia,Lugo,7.1000000000000005,11.5,169,6,8,4,32.66743938792438
SAN MARTÍN DE VALDEIGLESIAS,"Madrid, Comunidad de",Madrid,7.995454545454546,0.0,623,1,46,45,32.654753645426354
MARÍN,Galicia,Pontevedra,7.016216216216216,6.5,907,14,111,100,32.648207922852215
TEIXEIRA (A),Galicia,Ourense,7.0,33.0,142,15,13,2,32.605311353064124
MONTEDERRAMO,Galicia,Ourense,6.3500000000000005,33.0,146,15,11,4,32.59888376731924
RÁBADE,Galicia,Lugo,7.05,10.0,87,3,4,2,32.58876308659176
PALAS DE REI,Galicia,Lugo,6.875,10.0,87,3,6,3,32.58876308659176
VILAR DE SANTOS,Galicia,Ourense,6.36,24.0,135,10,9,2,32.57644278022616
CIUDAD RODRIGO,Castilla y León,Salamanca,7.076470588235294,17.0,257,12,33,25,32.56282262436075
MACEDA,Galicia,Ourense,6.5375,19.0,179,10,12,5,32.54763815250833
NAVAS DE ESTENA,Castilla - La Mancha,Ciudad Real,7.158,13.0,93,4,7,4,32.51939569127389
MOECHE,Galicia,Coruña (A),6.775,10.5,86,3,4,1,32.50018466477373
LARACHA (A),Galicia,Coruña (A),6.547826086956522,14.0,481,16,50,39,32.46574919883149
POBRA DE TRIVES (A),Galicia,Ourense,6.5,18.5,79,5,5,2,32.45831957424731
VIMIANZO,Galicia,Coruña (A),6.5625,15.0,165,7,15,9,32.395904752455046
VILLALPANDO,Castilla y León,Zamora,7.408333333333334,14.5,114,5,17,13,32.375660061977484
TOÉN,Galicia,Ourense,6.857142857142857,17.666666666666668,489,20,36,22,32.34672756154542
BRIÓN,Galicia,Coruña (A),6.675,17.0,200,9,11,3,32.270539952058336
LITAGO,Aragón,Zaragoza,7.366666666666667,20.5,73,5,5,1,32.25972549916701
CASTRELO DO VAL,Galicia,Ourense,6.725,18.0,89,5,4,1,32.23341241351108
MELÓN,Galicia,Ourense,6.2875,28.5,217,16,12,3,32.2229571667225
VALADOURO (O),Galicia,Lugo,6.7,21.5,147,9,6,1,32.217263998218094
ALCOLEA DE TAJO,Castilla - La Mancha,Toledo,7.325,10.5,103,3,9,7,32.20874809010175
VILARDEVÓS,Galicia,Ourense,6.5,19.5,80,5,4,0,32.20530643787074
POYALES DEL HOYO,Castilla y León,Avila,7.65,10.0,68,2,9,7,32.160196137779614
CORCUBIÓN,Galicia,Coruña (A),6.766666666666666,15.0,90,4,7,4,32.15672993080886
PRADEJÓN,"Rioja, La",Rioja (La),7.946938775510204,562.0,372,9,51,44,32.140256653883924
MAÑÓN,Galicia,Coruña (A),6.775,17.0,269,11,32,22,32.1392685253812
VEREA,Galicia,Ourense,6.066666666666666,33.0,76,7,4,0,32.11437225225943
SAN BARTOLOMÉ DE BÉJAR,Castilla y León,Avila,6.731578947368422,10.333333333333334,162,4,23,20,32.110988392707526
ASTORGA,Castilla y León,León,7.218181818181819,5.5,754,6,342,337,32.09401359939591
ALCAUDETE DE LA JARA,Castilla - La Mancha,Toledo,7.475,11.0,106,3,10,8,32.057231955296565
LOBIOS,Galicia,Ourense,6.6875,20.5,213,11,13,4,32.047871576028555
ORTIGOSA DEL MONTE,Castilla y León,Segovia,6.975,6.0,81,1,8,7,32.0083245014262
ESCALONA,Castilla - La Mancha,Toledo,7.428571428571429,5.5,239,2,9,7,31.99160358970139
CORIA,Extremadura,Cáceres,7.5,11.0,111,3,8,5,31.989666191020586
NOGAIS (AS),Galicia,Lugo,7.15,12.0,22,1,3,2,31.97264380240084
VALGA,Galicia,Pontevedra,6.957142857142857,17.666666666666668,186,8,9,4,31.93387143370495
PADERNE DE ALLARIZ,Galicia,Ourense,7.133333333333333,24.0,81,6,5,1,31.931727739115388
VILANOVA DE AROUSA,Galicia,Pontevedra,6.855555555555556,10.5,183,4,11,7,31.9051418062556
ALBURQUERQUE,Extremadura,Badajoz,7.433333333333334,34.0,58,7,8,3,31.901237147376023
ADRADA DE PIRÓN,Castilla y León,Segovia,7.399999999999999,7.0,70,1,8,7,31.88685434439307
CABANAS,Galicia,Coruña (A),7.152380952380952,10.5,192,4,22,18,31.842307263899382
PONTECESURES,Galicia,Pontevedra,7.333333333333333,14.5,45,2,3,1,31.829312701997942
CEREZO DE ARRIBA,Castilla y León,Segovia,7.2,8.0,58,1,5,4,31.80760172485873
SAMBOAL,Castilla y León,Segovia,8.75,19.0,73,4,17,13,31.778171380104443
CORBERA DE LLOBREGAT,Cataluña,Barcelona,7.941052631578947,6.5,919,6,365,362,31.756292267875487
SANT ESTEVE SESROVIRES,Cataluña,Barcelona,8.061538461538461,8.0,151,2,17,16,31.754304431845814
ISÒVOL,Cataluña,Girona,7.6,18.0,56,3,7,5,31.72280517457618
OZA-CESURAS,Galicia,Coruña (A),6.933333333333334,19.666666666666668,145,7,8,4,31.713862453008662
ARBO,Galicia,Pontevedra,6.533333333333334,26.666666666666668,159,11,9,1,31.712660380004216
ENTRIMO,Galicia,Ourense,6.34,23.33333333333333,140,8,6,2,31.659722897379872
ALBA DE TORMES,Castilla y León,Salamanca,7.220000000000001,18.0,141,6,17,14,31.659517718631093
SACERUELA,Castilla - La Mancha,Ciudad Real,6.666666666666667,28.0,70,6,5,3,31.577313438160065
ADRADA (LA),Castilla y León,Avila,8.01496062992126,6.5,838,4,131,128,31.571735571037348
VILARIÑO DE CONSO,Galicia,Ourense,6.44,25.75,176,11,7,1,31.563445522758453
NAVALMORAL DE LA MATA,Extremadura,Cáceres,6.92,15.0,85,3,6,4,31.545325416340305
BOLA (A),Galicia,Ourense,6.9,33.0,66,7,7,4,31.54077855871833
CARBAJOSA DE LA SAGRADA,Castilla y León,Salamanca,7.457142857142857,20.666666666666668,118,6,9,6,31.526643483167444
TRAZO,Galicia,Coruña (A),6.971428571428571,19.5,187,8,10,6,31.523070559526477
BOLO (O),Galicia,Ourense,7.0,16.0,78,3,4,1,31.481510692924587
CABEZAS DEL VILLAR,Castilla y León,Avila,7.800000000000001,33.5,91,9,8,2,31.472079364402365
NOIA,Galicia,Coruña (A),7.42,11.0,102,2,6,4,31.45915522921211
GER,Cataluña,Girona,7.533333333333334,8.0,109,1,6,5,31.40887533048199
MISLATA,Comunitat Valenciana,Valencia/València,7.562162162162163,560.0,430,10,37,32,31.403054406881527
CUALEDRO,Galicia,Ourense,6.242857142857143,23.33333333333333,198,9,10,5,31.333610805207947
NOGUEIRA DE RAMUÍN,Galicia,Ourense,6.883333333333334,24.58333333333333,576,26,19,3,31.321032550851317
VILAMARÍN,Galicia,Ourense,6.48,20.0,136,6,6,3,31.31460070897189
PARADA DE SIL,Galicia,Ourense,6.566666666666666,33.0,218,17,15,5,31.27883876715545
GUNTÍN,Galicia,Lugo,7.3,23.0,25,2,1,0,31.219116122416896
BOIRO,Galicia,Coruña (A),6.771428571428571,27.166666666666668,325,18,16,6,31.211478531719266
MEDIO CUDEYO,Cantabria,Cantabria,8.02608695652174,10.5,474,5,24,19,31.191667970339555
SANTA FE DE MONDÚJAR,Andalucía,Almería,7.609999999999999,555.0,184,9,21,18,31.183033576426656
GARGANTILLA DEL LOZOYA Y PINILLA DE BUITRAGO,"Madrid, Comunidad de",Madrid,8.658620689655173,10.0,427,4,31,27,31.178125758610932
CASTRELO DE MIÑO,Galicia,Ourense,7.166666666666667,27.0,266,15,17,5,31.1675412489718
RINCONADA (LA),Andalucía,Sevilla,7.554166666666667,14.5,391,8,24,16,31.160277558027467
SOMOZAS (AS),Galicia,Coruña (A),7.114285714285714,10.5,275,3,35,32,31.13652708698548
VAL DE SAN VICENTE,Cantabria,Cantabria,7.983333333333333,14.5,172,4,16,12,31.122929833074416
TRASMIRAS,Galicia,Ourense,6.2625,31.33333333333333,212,14,8,0,31.100180599112782
DÓLAR,Andalucía,Granada,7.5,27.0,68,5,5,2,31.071984684798803
ALDEIRE,Andalucía,Granada,7.5,17.5,83,3,4,1,31.045145721001436
SAVIÑAO (O),Galicia,Lugo,7.033333333333334,25.0,40,3,4,1,31.04353178743384
AMES,Galicia,Coruña (A),6.9071428571428575,21.6,280,11,19,9,31.038777929121192
VALENCIA DE ALCÁNTARA,Extremadura,Cáceres,6.9,21.25,390,14,18,5,31.016665719700597
SORVILÁN,Andalucía,Granada,8.1,19.0,72,3,5,2,30.98177333750513
ALCOBA,Castilla - La Mancha,Ciudad Real,7.372,19.5,99,4,8,5,30.98047042668429
GUARDA (A),Galicia,Pontevedra,6.325,40.8,146,15,11,1,30.95903808830689
VILAR DE BARRIO,Galicia,Ourense,6.733333333333333,22.0,160,7,9,3,30.95498733235934
VILLACAÑAS,Castilla - La Mancha,Toledo,7.6,557.0,68,3,3,2,30.951409517709283
FRADES,Galicia,Coruña (A),6.466666666666666,30.0,74,6,7,2,30.950614009568906
AVIÓN,Galicia,Ourense,7.025,25.75,98,6,8,2,30.94829902096965
PONTECESO,Galicia,Coruña (A),6.54375,31.5,371,23,24,9,30.910318753530174
BERA,"Navarra, Com. Foral de",Navarra,7.578260869565216,13.0,276,4,23,20,30.891552191047705
ALBONDÓN,Andalucía,Granada,7.833333333333333,22.666666666666668,76,4,4,1,30.884725754893218
RUBIÁ,Galicia,Ourense,7.233333333333333,22.5,78,4,4,0,30.858298005704825
NAVAS DEL MADROÑO,Extremadura,Cáceres,6.9,37.5,74,8,7,3,30.841596011409656
ROBLEDILLO DE TRUJILLO,Extremadura,Cáceres,8.850000000000001,19.5,43,2,4,2,30.827427597659398
RUBITE,Andalucía,Granada,7.9,25.0,64,4,4,1,30.819309660919156
PORQUEIRA,Galicia,Ourense,6.566666666666666,33.0,79,7,7,3,30.80256223789222
GASCONES,"Madrid, Comunidad de",Madrid,8.953846153846154,10.0,387,2,26,25,30.793447477738763
GUDIÑA (A),Galicia,Ourense,7.033333333333334,18.5,86,3,3,1,30.7668513314404
SAN LORENZO DE CALATRAVA,Castilla - La Mancha,Ciudad Real,6.9,17.0,63,2,3,1,30.750353470678863
PUNXÍN,Galicia,Ourense,7.466666666666666,33.5,80,7,7,2,30.64534902896795
NARÓN,Galicia,Coruña (A),6.838461538461539,15.0,236,4,14,11,30.621199233372664
CENLLE,Galicia,Ourense,7.26,27.0,191,10,55,48,30.61139380403075
ALBUÑOL,Andalucía,Granada,7.899999999999999,24.0,76,4,5,2,30.595836866004333
ICOD DE LOS VINOS,Canarias,Santa Cruz de Tenerife,8.072222222222223,19.0,1234,26,355,340,30.593228199227237
PRULLANS,Cataluña,Lleida,7.666666666666667,25.0,48,3,3,1,30.569724849728715
ESPINOSA DE LOS MONTEROS,Castilla y León,Burgos,7.8,16.0,86,2,11,10,30.5635502775602
VILABOA,Galicia,Pontevedra,6.975,22.5,89,4,5,1,30.556157924045163
SAN LORENZO DE EL ESCORIAL,"Madrid, Comunidad de",Madrid,8.310169491525423,19.2,963,21,70,55,30.54648589122888
XUNQUEIRA DE AMBÍA,Galicia,Ourense,7.075,28.75,72,5,6,2,30.51438089179722
RONQUILLO (EL),Andalucía,Sevilla,8.136842105263158,11.0,504,2,38,36,30.48594597517998
TUI,Galicia,Pontevedra,7.063636363636364,24.875,297,12,12,4,30.45210926713998
POLOPOS,Andalucía,Granada,7.899999999999999,24.666666666666668,76,4,5,2,30.451392421559888
AZARA,Aragón,Huesca,8.15,47.5,70,10,9,3,30.44792549834416
CORIA DEL RÍO,Andalucía,Sevilla,7.9714285714285715,13.5,291,3,21,18,30.44545541168467
OIARTZUN,País Vasco,Guipúzcoa,7.536585365853658,15.6,666,9,41,33,30.423238615208597
HUMILLADERO,Andalucía,Málaga,7.423404255319149,548.2,399,26,48,41,30.41527944422536
OÍMBRA,Galicia,Ourense,6.583333333333333,26.5,187,9,8,0,30.39727467710695
MORALEJA,Extremadura,Cáceres,7.135,20.0,128,4,7,4,30.38955263404019
PUEBLA DEL RÍO (LA),Andalucía,Sevilla,8.036842105263156,14.5,244,3,19,16,30.36280415753344
CHILCHES/XILXES,Comunitat Valenciana,Castellón/Castelló,7.667857142857143,555.0,256,9,31,25,30.34268497313829
TORDOIA,Galicia,Coruña (A),7.071428571428571,21.5,146,5,18,14,30.33697156112674
TRASMOZ,Aragón,Zaragoza,7.875,31.0,83,6,7,2,30.3337026628808
CARBALLEDA DE AVIA,Galicia,Ourense,6.8,33.0,74,6,5,0,30.29375529900649
VIGO,Galicia,Pontevedra,7.080281690140844,16.4,3723,41,214,181,30.291938832246878
MAIRENA DEL ALCOR,Andalucía,Sevilla,7.885,14.5,279,3,21,19,30.25920251912747
XUNQUEIRA DE ESPADANEDO,Galicia,Ourense,6.388888888888889,33.0,286,17,12,2,30.237567841865943
ALCALÁ DEL RÍO,Andalucía,Sevilla,8.0705,15.0,250,3,21,18,30.23490135184125
SAN JUAN DE AZNALFARACHE,Andalucía,Sevilla,7.905555555555556,15.0,255,3,19,16,30.219214196808064
BETANZOS,Galicia,Coruña (A),7.176,19.5,309,7,45,38,30.188559133725047
ORDES,Galicia,Coruña (A),7.1000000000000005,26.5,148,7,11,4,30.179203531792695
PUIGCERDÀ,Cataluña,Girona,7.790000000000001,23.0,135,5,10,6,30.16778803651212
CAMAS,Andalucía,Sevilla,7.812083333333334,14.5,322,3,24,21,30.159596047676416
MAHORA,Castilla - La Mancha,Albacete,7.566666666666666,555.0,71,3,4,2,30.12376185377018
ALCALÁ DE GUADAÍRA,Andalucía,Sevilla,7.805333333333333,14.5,638,5,45,40,30.11273054088828
CAÑAVERAL,Extremadura,Cáceres,6.659999999999999,24.0,126,5,5,3,30.095497283923496
SEVILLA,Andalucía,Sevilla,7.80646017699115,13.5,2956,12,226,216,30.0599314304102
ASÍN,Aragón,Zaragoza,7.4,539.5,17,4,3,1,30.04234731556165
MASIDE,Galicia,Ourense,6.925,19.5,174,4,11,8,30.023557013204748
DOS HERMANAS,Andalucía,Sevilla,7.837777777777777,15.5,661,6,46,40,30.019306750052426
CASTRO CALDELAS,Galicia,Ourense,6.3,33.0,106,7,7,2,29.99780594379932
SAN ANDRÉS Y SAUCES,Canarias,Santa Cruz de Tenerife,7.566666666666666,17.0,50,1,17,16,29.978797172131795
SALVATERRA DE MIÑO,Galicia,Pontevedra,7.6,36.0,26,3,2,0,29.977720074993
SOLANA DEL PINO,Castilla - La Mancha,Ciudad Real,7.066666666666666,20.0,69,2,3,2,29.973708688786125
FIGUERA (LA),Cataluña,Tarragona,8.033333333333333,541.0,72,10,3,0,29.94597875540131
PANTÓN,Galicia,Lugo,6.228571428571429,38.333333333333336,164,12,8,2,29.943008446061224
CASLA,Castilla y León,Segovia,7.133333333333333,16.0,70,1,7,6,29.936854344393065
PECHINA,Andalucía,Almería,7.749411764705883,531.1666666666666,450,69,48,25,29.876846745483103
OUTEIRO DE REI,Galicia,Lugo,7.183333333333334,23.5,112,4,7,4,29.871526747883895
LALÍN,Galicia,Pontevedra,7.233333333333333,30.0,104,6,8,2,29.85325198289191
ALDEANUEVA DE LA SERREZUELA,Castilla y León,Segovia,7.95,22.0,57,2,5,4,29.81520344971746
JÉREZ DEL MARQUESADO,Andalucía,Granada,7.800000000000001,26.0,62,3,3,1,29.76719687268496
MELIDE,Galicia,Coruña (A),7.3,24.5,108,4,7,5,29.724195855262565
ARROYOMOLINOS,"Madrid, Comunidad de",Madrid,7.714583333333334,15.5,741,4,49,47,29.67439624520656
MEJORADA DEL CAMPO,"Madrid, Comunidad de",Madrid,7.893333333333333,17.0,681,6,47,43,29.67262153626492
CONQUISTA,Andalucía,Córdoba,6.666666666666667,30.0,66,4,4,2,29.65372560889256
PIÑOR,Galicia,Ourense,6.266666666666667,33.0,80,5,4,1,29.61638325542904
ALANÍS,Andalucía,Sevilla,7.433333333333334,22.0,67,2,3,2,29.580505177702623
SANTA CRUZ DE LA PALMA,Canarias,Santa Cruz de Tenerife,7.991525423728813,19.0,590,7,63,58,29.50783421970656
ACEBEDA (LA),"Madrid, Comunidad de",Madrid,7.61,16.5,709,4,50,48,29.477949477896743
TRES CANTOS,"Madrid, Comunidad de",Madrid,8.228260869565217,20.5,683,10,56,47,29.47445280530451
PADRÓN,Galicia,Coruña (A),7.175,23.0,202,5,11,6,29.450557275254106
QUIROGA,Galicia,Lugo,7.25,25.0,119,4,7,3,29.434690194604084
GARBAYUELA,Extremadura,Badajoz,6.533333333333334,29.5,76,4,5,1,29.404170199337663
CARMONITA,Extremadura,Badajoz,7.933333333333334,49.0,50,7,7,3,29.36309677381358
GÁTOVA,Comunitat Valenciana,Valencia/València,7.800000000000001,550.0,64,4,4,1,29.31148344626465
ALDEATEJADA,Castilla y León,Salamanca,7.133333333333333,23.0,72,2,7,6,29.266999685667876
COLMENAR VIEJO,"Madrid, Comunidad de",Madrid,8.269387755102041,22.0,717,11,59,51,29.22732531929684
BREÑA ALTA,Canarias,Santa Cruz de Tenerife,8.029411764705882,20.0,427,5,65,60,29.22061418888932
BLANCOS (OS),Galicia,Ourense,6.2,33.0,128,6,6,1,29.200143093312708
RUBÍ,Cataluña,Barcelona,7.867741935483871,17.0,819,3,365,362,29.184164268893515
GARROBO (EL),Andalucía,Sevilla,7.912820512820513,18.0,489,3,40,37,29.167119741528296
NUEVO BAZTÁN,"Madrid, Comunidad de",Madrid,8.519607843137255,18.5,729,5,53,50,29.166040355278337
PURCHENA,Andalucía,Almería,8.044444444444444,540.8333333333334,212,21,16,6,29.16599788484397
PERDIGÓN (EL),Castilla y León,Zamora,7.590909090909091,24.0,165,4,18,14,29.123360391852167
SALAMANCA,Castilla y León,Salamanca,7.326043956043955,19.0,1134,8,92,87,29.12323648539584
CALZADA DE OROPESA,Castilla - La Mancha,Toledo,7.2625,22.0,99,2,8,7,29.107087634308865
QUINTELA DE LEIRADO,Galicia,Ourense,6.7,33.0,64,4,4,1,29.08597632758581
LAZA,Galicia,Ourense,7.300000000000001,33.0,65,4,4,1,29.04434368873857
ABEGONDO,Galicia,Coruña (A),7.133333333333333,27.5,76,3,7,4,29.03775778768344
AMOEIRO,Galicia,Ourense,7.5,32.5,91,5,6,3,29.032326285289106
CALERUELA,Castilla - La Mancha,Toledo,7.314285714285715,23.0,88,2,7,6,29.020286502172283
PADRENDA,Galicia,Ourense,6.6000000000000005,33.0,215,10,8,1,28.96368999951486
BERASTEGI,País Vasco,Guipúzcoa,7.623076923076923,24.0,193,4,13,11,28.91063970478006
MADRID,"Madrid, Comunidad de",Madrid,7.90968660968661,28.392156862745097,6155,119,356,277,28.83619305223989
TOTANA,"Murcia, Región de",Murcia,8.035833333333334,24.0,555,9,38,31,28.816793393093565
NAVA DE SANTIAGO (LA),Extremadura,Badajoz,7.866666666666667,47.0,74,8,9,3,28.783262678076326
POLINYÀ,Cataluña,Barcelona,7.9125,18.0,696,1,269,268,28.740922936214403
OROSO,Galicia,Coruña (A),7.06875,23.5,172,3,19,16,28.737886360628863
CORTEGADA,Galicia,Ourense,6.483333333333333,33.0,151,7,6,1,28.72029025506544
ESGOS,Galicia,Ourense,6.357142857142857,33.0,159,7,8,2,28.71326155924624
VICEDO (O),Galicia,Lugo,7.033333333333334,30.0,68,3,4,1,28.71056303317919
SOTOSALBOS,Castilla y León,Segovia,7.4,27.0,58,2,6,4,28.70543693208666
NEVADA,Andalucía,Granada,7.375,26.25,162,4,8,4,28.66237728159642
CAROLINA (LA),Andalucía,Jaén,7.914285714285714,23.5,186,3,8,5,28.657624779085836
MALAHÁ (LA),Andalucía,Granada,8.166666666666666,22.0,73,1,3,2,28.60849984283394
BOBORÁS,Galicia,Ourense,6.666666666666667,33.0,217,9,11,5,28.59056748831853
SAN MARTÍN DE LA VEGA,"Madrid, Comunidad de",Madrid,7.763265306122449,22.0,710,6,49,45,28.55980934681653
RIBAS DE SIL,Galicia,Lugo,6.566666666666666,35.0,48,3,3,0,28.403058183062047
ONDA,Comunitat Valenciana,Castellón/Castelló,7.876470588235295,542.6666666666666,376,26,25,9,28.395593867262235
VALDOVIÑO,Galicia,Coruña (A),6.772222222222222,31.25,241,8,26,18,28.390111687323166
ARGANDA DEL REY,"Madrid, Comunidad de",Madrid,7.883333333333334,23.0,668,6,47,44,28.386583791560625
VALDEMORO,"Madrid, Comunidad de",Madrid,7.835294117647059,23.666666666666668,791,8,53,48,28.37616891473805
PARADELA,Galicia,Lugo,7.125,34.333333333333336,186,8,5,0,28.322760322593844
VILLAFUFRE,Cantabria,Cantabria,7.24,41.5,288,17,16,9,28.29362579562139
BRONCHALES,Aragón,Teruel,6.875,27.0,79,2,4,2,28.282118239727502
PÁRAMO (O),Galicia,Lugo,7.1,33.0,13,1,1,0,28.2514823583238
